941hz,945hz,949hz,964hz,968hz,1093hz,1113hz,1132hz,1144hz,1148hz,1285hz,1363hz,1437hz,1500hz,1507hz,1519hz,1527hz,1535hz,weight
1006.146967,6110.241335,1407.494592,5284.477555,6506.419768,23169.349262,1816.552122,6518.834572,5568.849204,1152.386289,54257.535519,609.174798,1081.266884,1130.514277,1551.277145,2233.999408,1998.873079,3129.309086,26.2
4924.8549,3133.575574,2600.132696,1756.684236,4993.968454,5356.323598,2314.552547,2654.058793,11.556825,8.79404,1667.916708,1113.132301,535.555711,349.552809,1844.17837,302.78089,1419.061026,1021.683726,26.2
1448.221504,159.089842,173.565875,1495.942249,2243.705831,6174.515335,262.250049,478.77369,565.809306,481.740832,3186.275269,1719.330634,423.349647,215.348225,1057.077435,760.447465,1370.36963,1109.790991,26.2
558.684674,319.929739,149.271278,964.150945,2858.797725,2052.141342,2178.281727,85.928329,1054.029481,2645.569704,1577.428262,1246.636359,37.915718,369.484258,728.399332,661.268407,11.732446,1141.018232,26.2
388.513026,836.69475,1017.870968,5167.433063,1587.022223,7826.15937,5552.811628,3060.495366,1498.137038,2226.158429,501.97011,1452.54935,705.71228,92.583947,28.905256,157.748473,477.132424,1729.226241,26.2
6561.563308,199.368992,325.924271,489.749983,349.077547,1624.605206,105.639603,1650.255528,13836.66018,16041.766811,6888.024604,1203.149119,2144.148077,1717.64264,9384.251914,2867.534503,1298.932495,8738.863394,26.2
1652.070044,266.403279,1579.120814,606.200554,74.438789,535.918289,6232.110816,8182.414708,937.218509,317.749989,75877.624235,1367.986956,1995.176139,9610.836891,3738.361201,15119.52265,7119.687816,9742.01332,26.2
13.306533,1541.837458,4398.273332,4221.554345,5964.719239,122586.404766,3041.214918,2021.99724,1259.784649,1033.700978,11983.349669,282.942624,270.78529,2348.661022,12380.318575,35993.892868,13699.064184,4701.560663,26.2
3797.804865,2417.677261,2924.680095,6875.778104,24472.625523,56159.542363,10434.106283,10406.888582,4224.911303,9974.029951,14477.199547,9781.054117,4180.042647,72391.285072,1193669.013047,70795.249115,127070.162477,46459.398024,26.2
274.757896,259.64564,4301.24541,3711.273932,559.839196,53927.236633,12855.658174,4881.092271,1036.849904,231.747899,50430.137664,354.360289,791.858494,3339.773728,6343.09653,4747.173549,13685.395519,14726.811474,26.2
1397.995119,69.821201,1905.534235,632.838069,2170.180016,6206.906879,1427.081657,765.639178,83.042128,685.197121,2243.731539,250.817502,332.745436,1164.381226,376.630453,1076.161242,2333.755829,2861.168981,26.2
5074.903474,3783.340826,44.723044,93.780612,3070.521268,6688.962957,1690.899778,2652.539701,67.449732,1012.583089,4776.310048,646.685056,759.824575,1680.518967,4632.017868,4313.529024,1694.610878,3968.779162,26.2
2228.250096,654.202445,5074.456224,6182.455563,32664.951391,21625.944875,4518.889558,4387.536243,847.706174,6389.18368,32871.386597,7569.341306,13903.751607,22821.731534,146676.913085,1342202.482248,156335.331919,37952.00254,26.2
74887.19037,36735.443242,3792.395291,31914.596132,14529.126026,40317.739786,5944.729275,4517.194414,43135.206391,14430.681977,48301.423131,4797.718859,5694.326581,5782.312974,50046.924163,19301.284259,54498.608496,83152.926394,26.2
17399.728352,7390.027486,6173.808985,1732.908654,4649.647896,307207.627163,46543.184164,9708.050172,33939.063831,26320.459,227193.397477,2336.371096,7699.094324,171293.770173,227215.280808,387406.965025,382884.415147,318371.105197,26.2
5407.054114,807.31593,2769.365982,885.284221,1032.768712,8094.193026,4618.155042,3146.314225,9136.073864,5478.223185,37412.990864,80.95011,3983.93581,11143.411175,35729.471284,1114.795652,7965.465976,10729.510143,26.2
10180.021131,27394.209928,17175.250716,5621.257406,3628.35938,3106.550075,3235.234338,8191.452996,10758.015424,8160.108016,13448.243371,4804.535096,4155.427347,10347.79141,91.585936,14259.682685,22402.040433,5440.279248,26.2
3861.516456,14646.758183,9907.165191,185.081553,13982.663487,13928.983143,8974.107854,13524.630609,12510.574954,10636.510546,3048.679767,5710.830273,3975.890984,3157.796604,493.547994,9373.031738,14450.603305,5277.089113,26.2
1488.176542,2450.028667,423.134416,179.914371,136.343891,10674.650775,366.518113,1388.815309,836.170552,1280.349238,495.68857,1370.972444,563.680298,15312.760212,134919.693897,171350.16676,5123.307958,1872.02269,26.2
60.560812,3143.407857,3614.123151,4503.646327,855.62962,2713.236224,2915.343331,917.915865,2557.873324,3552.464727,8065.384104,1187.384375,90.535939,780.964523,325.841851,15832.137292,307.001191,3165.831845,26.2
4318.22116,4972.759382,6517.48278,16574.086462,63237.235988,11352.499818,2038.160865,3379.805987,1966.65745,2120.836079,3826.494252,1832.161837,184.050166,11257.912077,30661.446669,263.909155,280.725498,11228.035315,26.2
2057.230013,2854.204731,4098.251179,14634.063741,25033.626764,1696.1457,100.706131,2945.895647,91.619906,45.028121,1991.740434,63.426476,1578.341048,1124.431316,14051.935022,5080.802472,3123.738436,14248.454094,26.2
2354.281426,261.418896,1247.354097,1797.88669,1621.741805,45702.605353,13055.65934,5392.26454,16434.366537,29104.372719,2490.626448,1587.367007,114.244207,154442.83411,125674.467421,84494.279996,19021.607657,46904.666886,26.2
110.137405,87.785747,925.171581,2498.40023,6697.062154,1170.073674,4277.595277,963.540843,430.415611,2591.552469,16964.680759,521.552968,1198.025412,14159.949217,20376.772475,1906.073172,6026.906739,10028.454758,26.2
8723.543279,10216.519832,2121.341695,20893.404391,14639.928748,124946.916058,53860.990247,15551.994067,30994.100539,10623.342539,61982.302785,22125.920166,3863.910471,240331.134084,183650.38427,74235.916877,32325.405801,24162.931011,26.2
6452.778926,765.499491,10018.702593,5850.233566,2476.405251,12692.212145,64988.750545,85498.470809,11774.449026,15022.799507,10063.52857,4232.812516,101.411621,92188.378451,135229.530546,123488.474215,26283.844263,4347.566626,26.2
942.418814,4010.129108,1394.009966,10710.293797,16471.594641,33560.938445,4193.374423,4440.359219,2723.054075,2397.736107,14226.27069,1650.187682,176.627152,154595.037873,52741.228063,4947.173868,2043.127234,2532.938426,26.2
2371.821893,1644.994842,2126.025389,759.248502,1176.731913,12952.073601,8781.878508,2671.148297,1697.951879,4993.940764,6705.876604,273.530387,1095.122217,70.913873,1273.199243,2232.309666,591.73288,465.818029,26.2
1182.359025,2253.98637,68.06423,1523.680402,2435.396191,807.350082,701.882307,425.137704,494.107158,236.863907,2653.659565,192.738897,413.532263,386.491959,367.668573,757.908513,39.681248,753.80598,26.2
7253.336209,4155.266522,4884.001871,8748.307848,7897.594425,36736.55506,19975.128336,16529.707765,5407.108514,9496.698043,4818.065587,2000.589838,175.661288,18723.164635,13500.172169,71807.08128,2483.299842,31766.597058,26.2
850.039061,3034.153859,2594.890836,7667.177759,7117.170557,24363.56492,7149.742412,39.06201,7258.083109,9347.726124,2507.69087,121.139561,2.649552,8155.23392,41001.163557,13845.415437,1377.693745,2098.622513,26.2
2437.577975,5787.775497,5469.496248,16855.18635,12394.519197,80985.742827,2900.674106,19910.108662,9949.76442,37909.452828,43673.581714,9433.239569,4004.917101,84237.12385,1163540.626386,85025.117778,88374.107612,98782.056672,26.2
218.650709,141.356455,893.614075,4433.597064,149.435943,4117.69693,1511.716163,13788.832686,5559.371006,18152.037726,73082.082134,5880.620959,3682.553727,384446.769052,257796.275471,55691.749287,5830.879827,18594.790718,26.2
5163.69319,3763.432074,3081.258446,12295.163269,6263.972079,21844.723029,13045.78839,3739.422115,9375.761345,5302.182933,56.93184,1321.511478,2207.910697,5361.0679,2094.895408,6581.395798,11352.274197,5309.023791,26.2
2999.439424,427.237729,3016.283187,1945.562284,270.904807,1330.129079,1322.494703,521.413064,3254.295163,365.606211,11255.232137,12.76175,65.005705,2927.930785,961.779837,16119.15165,24932.160098,32204.261724,26.2
3444.285121,5674.96971,457.373244,6644.694251,12525.507408,21091.120384,5405.060167,182.026357,13741.622507,21574.500264,42903.282254,28734.967906,193.954372,416429.991574,390073.031304,41501.76076,34782.358827,5216.733631,26.2
2051.337541,906.276638,2709.289087,2308.030013,6636.865569,15948.670142,10226.942968,1006.516054,9786.794261,2799.71797,20903.766907,289.336312,236.228054,1012.440859,1545.537485,1489.094825,3365.974751,9051.690483,26.2
53.660557,6124.479877,3128.385563,1095.212385,2747.874969,14385.768181,3749.197905,3600.577077,8379.079155,11401.123911,503.761037,448.445626,3432.527989,1054.538812,2088.435511,4579.519021,2596.502716,5918.782133,26.2
23729.17305,34044.070742,10451.113389,14753.092854,24820.043695,30161.150786,4642.098011,8593.264208,4607.242999,248.910868,380.808101,40262.017177,11807.500958,68148.182638,354931.378788,98150.243251,30104.212791,81222.674951,26.2
24921.826929,71074.775395,5608.254,50895.011217,217425.538601,7803.860326,17867.147733,3776.442732,1107.785442,7639.069621,4021.541108,56456.480893,7639.600086,86457.547313,194800.282429,200460.699785,183926.067412,59716.221308,26.2
1006.146967,6110.241335,1407.494592,5284.477555,6506.419768,23169.349262,1816.552122,6518.834572,5568.849204,1152.386289,54257.535519,609.174798,1081.266884,1130.514277,1551.277145,2233.999408,1998.873079,3129.309086,26.2
4924.8549,3133.575574,2600.132696,1756.684236,4993.968454,5356.323598,2314.552547,2654.058793,11.556825,8.79404,1667.916708,1113.132301,535.555711,349.552809,1844.17837,302.78089,1419.061026,1021.683726,26.2
1448.221504,159.089842,173.565875,1495.942249,2243.705831,6174.515335,262.250049,478.77369,565.809306,481.740832,3186.275269,1719.330634,423.349647,215.348225,1057.077435,760.447465,1370.36963,1109.790991,26.2
558.684674,319.929739,149.271278,964.150945,2858.797725,2052.141342,2178.281727,85.928329,1054.029481,2645.569704,1577.428262,1246.636359,37.915718,369.484258,728.399332,661.268407,11.732446,1141.018232,26.2
388.513026,836.69475,1017.870968,5167.433063,1587.022223,7826.15937,5552.811628,3060.495366,1498.137038,2226.158429,501.97011,1452.54935,705.71228,92.583947,28.905256,157.748473,477.132424,1729.226241,26.2
6561.563308,199.368992,325.924271,489.749983,349.077547,1624.605206,105.639603,1650.255528,13836.66018,16041.766811,6888.024604,1203.149119,2144.148077,1717.64264,9384.251914,2867.534503,1298.932495,8738.863394,26.2
1652.070044,266.403279,1579.120814,606.200554,74.438789,535.918289,6232.110816,8182.414708,937.218509,317.749989,75877.624235,1367.986956,1995.176139,9610.836891,3738.361201,15119.52265,7119.687816,9742.01332,26.2
13.306533,1541.837458,4398.273332,4221.554345,5964.719239,122586.404766,3041.214918,2021.99724,1259.784649,1033.700978,11983.349669,282.942624,270.78529,2348.661022,12380.318575,35993.892868,13699.064184,4701.560663,26.2
3797.804865,2417.677261,2924.680095,6875.778104,24472.625523,56159.542363,10434.106283,10406.888582,4224.911303,9974.029951,14477.199547,9781.054117,4180.042647,72391.285072,1193669.013047,70795.249115,127070.162477,46459.398024,26.2
274.757896,259.64564,4301.24541,3711.273932,559.839196,53927.236633,12855.658174,4881.092271,1036.849904,231.747899,50430.137664,354.360289,791.858494,3339.773728,6343.09653,4747.173549,13685.395519,14726.811474,26.2
1397.995119,69.821201,1905.534235,632.838069,2170.180016,6206.906879,1427.081657,765.639178,83.042128,685.197121,2243.731539,250.817502,332.745436,1164.381226,376.630453,1076.161242,2333.755829,2861.168981,26.2
5074.903474,3783.340826,44.723044,93.780612,3070.521268,6688.962957,1690.899778,2652.539701,67.449732,1012.583089,4776.310048,646.685056,759.824575,1680.518967,4632.017868,4313.529024,1694.610878,3968.779162,26.2
2228.250096,654.202445,5074.456224,6182.455563,32664.951391,21625.944875,4518.889558,4387.536243,847.706174,6389.18368,32871.386597,7569.341306,13903.751607,22821.731534,146676.913085,1342202.482248,156335.331919,37952.00254,26.2
74887.19037,36735.443242,3792.395291,31914.596132,14529.126026,40317.739786,5944.729275,4517.194414,43135.206391,14430.681977,48301.423131,4797.718859,5694.326581,5782.312974,50046.924163,19301.284259,54498.608496,83152.926394,26.2
17399.728352,7390.027486,6173.808985,1732.908654,4649.647896,307207.627163,46543.184164,9708.050172,33939.063831,26320.459,227193.397477,2336.371096,7699.094324,171293.770173,227215.280808,387406.965025,382884.415147,318371.105197,26.2
5407.054114,807.31593,2769.365982,885.284221,1032.768712,8094.193026,4618.155042,3146.314225,9136.073864,5478.223185,37412.990864,80.95011,3983.93581,11143.411175,35729.471284,1114.795652,7965.465976,10729.510143,26.2
10180.021131,27394.209928,17175.250716,5621.257406,3628.35938,3106.550075,3235.234338,8191.452996,10758.015424,8160.108016,13448.243371,4804.535096,4155.427347,10347.79141,91.585936,14259.682685,22402.040433,5440.279248,26.2
3861.516456,14646.758183,9907.165191,185.081553,13982.663487,13928.983143,8974.107854,13524.630609,12510.574954,10636.510546,3048.679767,5710.830273,3975.890984,3157.796604,493.547994,9373.031738,14450.603305,5277.089113,26.2
1509.732996,1947.36205,976.457347,1266.450133,626.131356,2658473.115297,24325.861003,4807.766218,2926.310938,5630.191626,182326.648691,1237.467222,5218.905453,72.014028,56.104393,181.20197,506.662339,1043.450931,27.4
2007.004407,864.696949,2665.829719,1484.406683,1779.476126,3142528.965572,64897.055796,13398.081357,10042.168614,11932.162341,1186907.087733,876.669474,449.477978,541.161894,933.321259,2282.775606,23161.734096,1949.67377,27.4
1192.220421,7026.182958,4551.447518,4939.797792,3436.915642,100350.643898,33615.959919,5968.441889,3185.645943,6388.029302,310562.593793,1504.536922,1446.806259,359.08172,1445.602585,1440.065145,69.576814,869.158376,27.4
2812.833721,2241.248122,1418.391759,3615.784655,8181.372724,949837.358917,2569.35802,20167.172252,52690.843711,60596.488809,322921.332875,70720.820061,5772.652432,2897.488545,8370.415677,32792.109799,9978.945384,22331.426806,27.4
2733.264783,1209.378249,1912.845137,4937.399628,2166.079613,368509.734343,10138.026432,6735.292104,3895.670649,3558.836851,175688.354251,446.029046,3530.69917,2496.880848,2020.810035,1506.407207,8381.315878,16443.926318,27.4
817.774136,4908.404527,233.59109,2155.470938,984.666417,562844.71948,10422.098611,2016.047415,655.521795,417.013421,581.035417,945.013864,1628.059202,346.707118,1203.14009,690.291466,1273.950238,1410.123999,27.4
4318.22116,4972.759382,6517.48278,16574.086462,63237.235988,11352.499818,2038.160865,3379.805987,1966.65745,2120.836079,3826.494252,1832.161837,184.050166,11257.912077,30661.446669,263.909155,280.725498,11228.035315,27.6
2057.230013,2854.204731,4098.251179,14634.063741,25033.626764,1696.1457,100.706131,2945.895647,91.619906,45.028121,1991.740434,63.426476,1578.341048,1124.431316,14051.935022,5080.802472,3123.738436,14248.454094,27.6
2354.281426,261.418896,1247.354097,1797.88669,1621.741805,45702.605353,13055.65934,5392.26454,16434.366537,29104.372719,2490.626448,1587.367007,114.244207,154442.83411,125674.467421,84494.279996,19021.607657,46904.666886,27.6
110.137405,87.785747,925.171581,2498.40023,6697.062154,1170.073674,4277.595277,963.540843,430.415611,2591.552469,16964.680759,521.552968,1198.025412,14159.949217,20376.772475,1906.073172,6026.906739,10028.454758,27.6
8723.543279,10216.519832,2121.341695,20893.404391,14639.928748,124946.916058,53860.990247,15551.994067,30994.100539,10623.342539,61982.302785,22125.920166,3863.910471,240331.134084,183650.38427,74235.916877,32325.405801,24162.931011,27.6
6452.778926,765.499491,10018.702593,5850.233566,2476.405251,12692.212145,64988.750545,85498.470809,11774.449026,15022.799507,10063.52857,4232.812516,101.411621,92188.378451,135229.530546,123488.474215,26283.844263,4347.566626,27.6
942.418814,4010.129108,1394.009966,10710.293797,16471.594641,33560.938445,4193.374423,4440.359219,2723.054075,2397.736107,14226.27069,1650.187682,176.627152,154595.037873,52741.228063,4947.173868,2043.127234,2532.938426,27.6
2371.821893,1644.994842,2126.025389,759.248502,1176.731913,12952.073601,8781.878508,2671.148297,1697.951879,4993.940764,6705.876604,273.530387,1095.122217,70.913873,1273.199243,2232.309666,591.73288,465.818029,27.6
1182.359025,2253.98637,68.06423,1523.680402,2435.396191,807.350082,701.882307,425.137704,494.107158,236.863907,2653.659565,192.738897,413.532263,386.491959,367.668573,757.908513,39.681248,753.80598,27.6
7253.336209,4155.266522,4884.001871,8748.307848,7897.594425,36736.55506,19975.128336,16529.707765,5407.108514,9496.698043,4818.065587,2000.589838,175.661288,18723.164635,13500.172169,71807.08128,2483.299842,31766.597058,27.6
850.039061,3034.153859,2594.890836,7667.177759,7117.170557,24363.56492,7149.742412,39.06201,7258.083109,9347.726124,2507.69087,121.139561,2.649552,8155.23392,41001.163557,13845.415437,1377.693745,2098.622513,27.6
